id,title,source_url,final_url,domain,department,published_at,updated_at,crawled_at,category_hint,access_level,source_mode,dataset_origin,source_markdown_path,content_length,content_hash
THU000100,2026-清华大学,https://www.tsinghua.edu.cn/qhyx/a2026.htm,https://www.tsinghua.edu.cn/qhyx/a2026.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:26+08:00,校园相关,public,public_web,public,knowledge/01_raw_public/THU000100_2026-清华大学.md,893,927bba12e431223dce79dc504fb358c15b258c28f7648bcf1b04fe5d60ddd96c
THU000101,媒体清华-清华大学,https://www.tsinghua.edu.cn/news/mtqh.htm,https://www.tsinghua.edu.cn/news/mtqh.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:27+08:00,校园相关,public,public_web,public,knowledge/01_raw_public/THU000101_媒体清华-清华大学.md,1878,58db8a46c12f51b083f108d68dade503c14fdd501181dd8ec1788d4f09253a42
THU000102,智能管理平台降低园区设备能耗-清华大学,https://www.tsinghua.edu.cn/info/1182/127573.htm,https://www.tsinghua.edu.cn/info/1182/127573.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:29+08:00,校园生活,public,public_web,public,knowledge/01_raw_public/THU000102_智能管理平台降低园区设备能耗-清华大学.md,814,f432b7c1d427efed08cac2b4e19a34fb69667414f81544f94b9a875c48c1ef87
THU000103,第十四届世界和平论坛在清华大学举行 韩正出席开幕式并致辞-清华大学,http://www.tsinghua.edu.cn/info/1177/127296.htm,https://www.tsinghua.edu.cn/info/1177/127296.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:35+08:00,校园生活,public,public_web,public,knowledge/01_raw_public/THU000103_第十四届世界和平论坛在清华大学举行 韩正出席开幕式并致辞-清华大学.md,840,2c3a7dced70fd182f3ba31de4234b75bf9a3af1f23477d1a00328d3db43ce4ba
THU000104,头条新闻-清华大学,https://www.tsinghua.edu.cn/news/ttxw.htm,https://www.tsinghua.edu.cn/news/ttxw.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:37+08:00,校园相关,public,public_web,public,knowledge/01_raw_public/THU000104_头条新闻-清华大学.md,1424,74a8855f411d65461a7aee3902a54115e9b01a5d08424ddce39c740a2abd610c
THU000105,专题推荐-清华大学,https://www.tsinghua.edu.cn/news/zttj.htm,https://www.tsinghua.edu.cn/news/zttj.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:43+08:00,新生入校,public,public_web,public,knowledge/01_raw_public/THU000105_专题推荐-清华大学.md,1890,30166ddc2682319d16b087efcd9c2c73124d055b409d767bca4cb4506bb97045
THU000106,深入学习贯彻习近平总书记重要讲话精神-清华大学,https://www.tsinghua.edu.cn/news/zttj/srxxgcxjpzsjzyjhjs.htm,https://www.tsinghua.edu.cn/news/zttj/srxxgcxjpzsjzyjhjs.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:45+08:00,新生入校,public,public_web,public,knowledge/01_raw_public/THU000106_深入学习贯彻习近平总书记重要讲话精神-清华大学.md,1045,d2abeaa9cddbe4839ba5455301a3782db200b3e8485d7648a8a24861b0bacc5c
THU000107,学习贯彻党的二十届四中全会精神-清华大学,https://www.tsinghua.edu.cn/news/zttj/esjszqh.htm,https://www.tsinghua.edu.cn/news/zttj/esjszqh.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:48+08:00,校园生活,public,public_web,public,knowledge/01_raw_public/THU000107_学习贯彻党的二十届四中全会精神-清华大学.md,992,3ddbb174aedfd245a0ccc4efbf7358a2fc724d6bc1389f7725263d8648332c2f
THU000108,树立和践行正确政绩观学习教育-清华大学,https://www.tsinghua.edu.cn/news/zttj/slhjxzqzjg.htm,https://www.tsinghua.edu.cn/news/zttj/slhjxzqzjg.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:50+08:00,校园相关,public,public_web,public,knowledge/01_raw_public/THU000108_树立和践行正确政绩观学习教育-清华大学.md,982,0e09ce81d2ec7d40836f19d4cc8b6c782e8f28619635c14633273eebdf772b10
THU000109,奋斗百年路 启航新征程——清华党组织建立100周年-清华大学,https://www.tsinghua.edu.cn/news/zttj/qhdzzjl100zn.htm,https://www.tsinghua.edu.cn/news/zttj/qhdzzjl100zn.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:51+08:00,校园相关,public,public_web,public,knowledge/01_raw_public/THU000109_奋斗百年路 启航新征程——清华党组织建立100周年-清华大学.md,1119,8318580ab47d3f0c4048d200c15416f69d08a3850930144d3b0a89fe0425e46e
THU000110,报国清华人-清华大学,https://www.tsinghua.edu.cn/news/zttj/bgqhr.htm,https://www.tsinghua.edu.cn/news/zttj/bgqhr.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:53+08:00,校园相关,public,public_web,public,knowledge/01_raw_public/THU000110_报国清华人-清华大学.md,941,dbeaae22cfbbb7db945179fb15c88e23ab16b2539a61dd3b76170b7ceae8e9cf
THU000111,大国重器中的清华人-清华大学,https://www.tsinghua.edu.cn/news/zttj/dgzqzdqhr.htm,https://www.tsinghua.edu.cn/news/zttj/dgzqzdqhr.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:55+08:00,校园相关,public,public_web,public,knowledge/01_raw_public/THU000111_大国重器中的清华人-清华大学.md,998,ae06fb666c11d97d0ba7b4d91825d83c0108db56c4280b69c1ea5b7a4e00f1a9
THU000112,清华毕业生去哪儿-清华大学,https://www.tsinghua.edu.cn/news/zttj/qhbysqna.htm,https://www.tsinghua.edu.cn/news/zttj/qhbysqna.htm,www.tsinghua.edu.cn,,,,2026-08-09T19:21:56+08:00,校园相关,public,public_web,public,knowledge/01_raw_public/THU000112_清华毕业生去哪儿-清华大学.md,933,42f6449130bf0c7f2a717814328e204f8208be9766e7f12a2faaf74cda63c920
THU000001,清华大学,https://www.tsinghua.edu.cn/,https://www.tsinghua.edu.cn/,www.tsinghua.edu.cn,,,,2026-08-09T18:36:12+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000001_清华大学.md,1993,8a3bd095e5444d7ed676be4777fc68f8f127a61d60dacb6e1230bccad858da6e
THU000002,访客-清华大学,https://www.tsinghua.edu.cn/fk.htm,https://www.tsinghua.edu.cn/fk.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:15+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000002_访客-清华大学.md,687,72af418b7f0da74a3a7b30cf90bd4de04bbb749205e43df5c61efd219bce7480
THU000003,清华大学教育基金会,http://www.tuef.tsinghua.edu.cn/,https://www.tuef.tsinghua.edu.cn/,www.tuef.tsinghua.edu.cn,,,,2026-08-09T18:36:15+08:00,新生入校,public,public_web,legacy_public,knowledge/01_raw/THU000003_清华大学教育基金会.md,1361,40423451e42835424530b9870441f3f7b2540e5022cf9d295f4540aa00162c6b
THU000004,Tsinghua University,https://www.tsinghua.edu.cn/en,https://www.tsinghua.edu.cn/en,www.tsinghua.edu.cn,,,,2026-08-09T18:36:23+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000004_Tsinghua University.md,755,2d0b59835da639e0dead7cf74a051d2b90678eb0fe032f72aec8d26f59f9d4df
THU000005,清华新闻-清华大学,https://www.tsinghua.edu.cn/news.htm,https://www.tsinghua.edu.cn/news.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:26+08:00,新生入校,public,public_web,legacy_public,knowledge/01_raw/THU000005_清华新闻-清华大学.md,4155,b9f4e83c252eb3fe8cccc7580eaf03f9ed1e2ea4e5c1f3d439683b3551dc5876
THU000006,学校概况-清华大学,https://www.tsinghua.edu.cn/xxgk.htm,https://www.tsinghua.edu.cn/xxgk.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:28+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000006_学校概况-清华大学.md,1087,c7c835b85de57050688253f5cd15b34f0fc43a57f2d605301cc6f87920f4325e
THU000007,校庆献辞-清华大学,https://www.tsinghua.edu.cn/xxgk/xqxc.htm,https://www.tsinghua.edu.cn/xxgk/xqxc.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:29+08:00,校园生活,public,public_web,legacy_public,knowledge/01_raw/THU000007_校庆献辞-清华大学.md,3315,e8db3d2cf0b04688545edc308d4ecfa1ec8a28d9ce1fbdd0f9c5f13bc7818ac0
THU000008,学校沿革-清华大学,https://www.tsinghua.edu.cn/xxgk/xxyg.htm,https://www.tsinghua.edu.cn/xxgk/xxyg.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:31+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000008_学校沿革-清华大学.md,2643,6dce6eb34c74e18c8582b80ea2a387ea93ef8e3ce66fcee0af385b86505a1dea
THU000009,历任领导-清华大学,https://www.tsinghua.edu.cn/xxgk/lrld.htm,https://www.tsinghua.edu.cn/xxgk/lrld.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:32+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000009_历任领导-清华大学.md,1661,9b8909c93a24f7a5907c082724f47c332537e31db1f5b249aa029fe023b60789
THU000010,清华大学图书馆,http://www.lib.tsinghua.edu.cn/,https://lib.tsinghua.edu.cn/index.htm,lib.tsinghua.edu.cn,,,,2026-08-09T18:36:22+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000010_清华大学图书馆.md,2057,a70ba99c1eb169b8bc8598d9bf74a50990a66e8634cab953659a471b723c5e6d
THU000011,现任领导-清华大学,https://www.tsinghua.edu.cn/xxgk/xrld.htm,https://www.tsinghua.edu.cn/xxgk/xrld.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:33+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000011_现任领导-清华大学.md,753,52eb276139f7bd2ba7008927423cdaa8d51e062187faed6dabaf78547916f874
THU000012,组织机构-清华大学,https://www.tsinghua.edu.cn/xxgk/zzjg.htm,https://www.tsinghua.edu.cn/xxgk/zzjg.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:34+08:00,校园生活,public,public_web,legacy_public,knowledge/01_raw/THU000012_组织机构-清华大学.md,2483,35541ab9db23373be227d4721ff58384ad1c8eeefd18fab166ba8dc9a804097e
THU000013,统计资料-清华大学,https://www.tsinghua.edu.cn/xxgk/tjzl.htm,https://www.tsinghua.edu.cn/xxgk/tjzl.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:35+08:00,新生入校,public,public_web,legacy_public,knowledge/01_raw/THU000013_统计资料-清华大学.md,1497,ffe38735612579ad7ec08e58f7db88c9c4948c7797f4f0db62bcb633781feda8
THU000014,信息公开-清华大学,https://www.tsinghua.edu.cn/zjqh/xxgk1.htm,https://www.tsinghua.edu.cn/zjqh/xxgk1.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:36+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000014_信息公开-清华大学.md,895,073ea188033798235dc71bb7f56de814c105f8c6923ca2a97f3d829fe51ee43c
THU000015,院系设置-清华大学,https://www.tsinghua.edu.cn/yxsz.htm,https://www.tsinghua.edu.cn/yxsz.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:37+08:00,校园办事,public,public_web,legacy_public,knowledge/01_raw/THU000015_院系设置-清华大学.md,1078,f084767ca4249abd05b7a75dab5a06d6326dec239db6ed1374299c8a7c88d689
THU000016,教育教学-清华大学,https://www.tsinghua.edu.cn/jyjx.htm,https://www.tsinghua.edu.cn/jyjx.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:39+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000016_教育教学-清华大学.md,955,de257f8d430569fbc541aca39de850d320814c71c4de2edebe437998e172d9e2
THU000017,本科生教育-清华大学,https://www.tsinghua.edu.cn/jyjx/bksjy.htm,https://www.tsinghua.edu.cn/jyjx/bksjy.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:40+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000017_本科生教育-清华大学.md,904,2e91c72fed683b6d897329e0fe2d3ef0cb8066247dbc68a07bc030ff8c2525b9
THU000018,研究生教育-清华大学,https://www.tsinghua.edu.cn/jyjx/yjsjy.htm,https://www.tsinghua.edu.cn/jyjx/yjsjy.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:43+08:00,规章制度,public,public_web,legacy_public,knowledge/01_raw/THU000018_研究生教育-清华大学.md,1249,ba7525d731a06806ff367aad78262d987aac691311c74855b242757a04b102d0
THU000019,在线教育-清华大学,https://www.tsinghua.edu.cn/jyjx/zxjy.htm,https://www.tsinghua.edu.cn/jyjx/zxjy.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:44+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000019_在线教育-清华大学.md,993,04f6ef4e6cf62d6c7ef1e3129edc7452d5bfce6c682b7fd76ff3cfc202a3f428
THU000020,终身教育-清华大学,https://www.tsinghua.edu.cn/jyjx/zsjy.htm,https://www.tsinghua.edu.cn/jyjx/zsjy.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:45+08:00,规章制度,public,public_web,legacy_public,knowledge/01_raw/THU000020_终身教育-清华大学.md,1218,63c08893ac5ac88b13d05c0ef8c90a533d95291ef9776d80ff405218fea91cbf
THU000021,科学研究-清华大学,https://www.tsinghua.edu.cn/kxyj.htm,https://www.tsinghua.edu.cn/kxyj.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:47+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000021_科学研究-清华大学.md,946,cb9dc48b4e343fd8d3dd2e45953034639d574896bc6d89affd8bf21785ee9ef0
THU000022,科研项目-清华大学,https://www.tsinghua.edu.cn/kxyj/kyxm.htm,https://www.tsinghua.edu.cn/kxyj/kyxm.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:49+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000022_科研项目-清华大学.md,727,4fb854d2654f8fe55c2cffb75b036d8f42839c1a281e20b1cc76e4821e65e6b7
THU000023,科研机构-清华大学,https://www.tsinghua.edu.cn/kxyj/kyjg.htm,https://www.tsinghua.edu.cn/kxyj/kyjg.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:50+08:00,规章制度,public,public_web,legacy_public,knowledge/01_raw/THU000023_科研机构-清华大学.md,798,621dfc4e5e4c73fd866460f89829c7eade42316c3bcb10dc9c890f67be1a532d
THU000024,科研合作-清华大学,https://www.tsinghua.edu.cn/kxyj/kyhz.htm,https://www.tsinghua.edu.cn/kxyj/kyhz.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:52+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000024_科研合作-清华大学.md,763,c8adec9dd8d191d5b56701bed7016e0ba5c269a43c67573f6b94f786818c7f01
THU000025,科研成果-清华大学,https://www.tsinghua.edu.cn/kxyj/kycg.htm,https://www.tsinghua.edu.cn/kxyj/kycg.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:54+08:00,校园相关,public,public_web,legacy_public,knowledge/01_raw/THU000025_科研成果-清华大学.md,728,f3650bab7adf68a82d883c8fe5b435741915429bc06fc505af648086619ad3df
THU000026,技术转移-清华大学,https://www.tsinghua.edu.cn/kxyj/jszy.htm,https://www.tsinghua.edu.cn/kxyj/jszy.htm,www.tsinghua.edu.cn,,,,2026-08-09T18:36:55+08:00,规章制度,public,public_web,legacy_public,knowledge/01_raw/THU000026_技术转移-清华大学.md,1250,44d048c405c459fb10d133753dc047d8f40bff5d1a0218cdbb64987228cefb0d
PORTAL000001,服务指南,https://93001.tsinghua.edu.cn/ServiceInformation/index.html,https://93001.tsinghua.edu.cn/ServiceInformation/index.html,93001.tsinghua.edu.cn,,,,2026-08-09T20:00:13+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000001_服务指南.md,8992,18b66017e94ab0ae1d87bb789f3a5ab907ee0e63c50b4be120971994fc7fd058
PORTAL000002,清华大学党政办信息办公网,https://info.tsinghua.edu.cn/f/info/xxfb_fg/xnzx/template/detail?xxid=42363b582e60e9939006092be81e239b,https://webvpn.tsinghua.edu.cn/https/77726476706e69737468656265737421e8ef439b69336153301c9aa596522b20e1a870705b76e399/oath/detail.jsp?boardid=2709&seq=177015,webvpn.tsinghua.edu.cn,,2026-06-03,,2026-08-09T20:13:27+08:00,校园通知,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000002_清华大学党政办信息办公网.md,591,60f1ce48dc5922bf002b33d82fcbf6aebece228fc5dc450db2faeaec4d423158
PORTAL000003,清华大学科研办公信息网,https://info.tsinghua.edu.cn/f/info/xxfb_fg/xnzx/template/detail?xxid=95634087412a73fd66d42761f412a63c,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421fbee589e2028701e7d018ae28c462a3be90b228bbda6767746aeb6/kybg/detail.jsp?boardid=34&seq=40677,webvpn.tsinghua.edu.cn,,,,2026-08-09T20:13:46+08:00,校园通知,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000003_清华大学科研办公信息网.md,2169,64ec56435edd1be753ade97aed8d1ad9974deeb7f159a0d2e0b1157be1f38aef
PORTAL000004,信息资讯-国际合作与交流处/港澳台办公室,https://info.tsinghua.edu.cn/f/info/xxfb_fg/xnzx/template/detail?xxid=e58693887c1b91a4017c1b9469640002,https://webvpn.tsinghua.edu.cn/https/77726476706e69737468656265737421f9f9479369247b59700f81b9991b2631506205de/f/info/xxfb_fg/xnzx/template/departmentMore?lmid=LM_BM_253_BSZN&lydw=253,webvpn.tsinghua.edu.cn,,,,2026-08-09T20:13:56+08:00,校园办事,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000004_信息资讯-国际合作与交流处_港澳台办公室.md,40236,92c07df62f8739b2e6e10ad2c77c227684074163ade3100bbafc0026a95c7173
PORTAL000005,马耳他（申根） - 清华大学信息门户,https://info.tsinghua.edu.cn/f/info/xxfb_fg/xnzx/template/detail?xxid=2c2c5d76cddc48c584fa87c6e18f7653,https://webvpn.tsinghua.edu.cn/https/77726476706e69737468656265737421f9f9479369247b59700f81b9991b2631506205de/f/info/xxfb_fg/xnzx/template/detail?xxid=2c2c5d76cddc48c584fa87c6e18f7653,webvpn.tsinghua.edu.cn,,,,2026-08-09T20:14:08+08:00,校园办事,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000005_马耳他（申根） - 清华大学信息门户.md,836,7ee83397e6c54c5a6aeeb61e63747bb58831c5d8cc962d746b491da7a1c19bf8
PORTAL000006,境内延期F字访问签证办事指南 - 清华大学信息门户,https://info.tsinghua.edu.cn/f/info/xxfb_fg/xnzx/template/detail?xxid=954a57c2de9a449bb1d162fb15acc5e5,https://webvpn.tsinghua.edu.cn/https/77726476706e69737468656265737421f9f9479369247b59700f81b9991b2631506205de/f/info/xxfb_fg/xnzx/template/detail?xxid=954a57c2de9a449bb1d162fb15acc5e5,webvpn.tsinghua.edu.cn,,,,2026-08-09T20:14:35+08:00,校园办事,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000006_境内延期F字访问签证办事指南 - 清华大学信息门户.md,707,6104fcc6b664e88b917b188d083701068799e53fa9ddfb925661227536a35c38
PORTAL000007,办事程序,https://info.tsinghua.edu.cn/f/info/xxfb_fg/xnzx/template/detail?xxid=e58693887c1b91a4017c1b94a0f20008,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421fffb45952936671e6a1b80a29f5d3634e5cdcd7ed98227/html/bszn/bscx.html,webvpn.tsinghua.edu.cn,,,,2026-08-09T20:14:48+08:00,校园办事,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000007_办事程序.md,139,b56a15be3f5a39cf2a0b65478fe949203a44074e9d3922ac5e2931dd3a4361b4
PORTAL000008,清华大学医院,https://info.tsinghua.edu.cn/f/info/xxfb_fg/xnzx/template/detail?xxid=e58693887c1b91a4017c1b9ebee10018,https://webvpn.tsinghua.edu.cn/http/77726476706e69737468656265737421e8ee58d23323615e79009cadd650272009fc13/index.htm,webvpn.tsinghua.edu.cn,,,,2026-08-09T20:15:00+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000008_清华大学医院.md,4387,ccf41a5e679bf9e548fb5a746b2ac782723b574779e792597c3f1133e4d27939
PORTAL000009,2025年清华大学后勤技能标兵——房亚哲-清华大学医院,http://xyy.tsinghua.edu.cn/info/1039/6845.htm,http://xyy.tsinghua.edu.cn/info/1039/6845.htm,xyy.tsinghua.edu.cn,,2026-04-01,,2026-08-09T20:15:09+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000009_2025年清华大学后勤技能标兵——房亚哲-清华大学医院.md,273,a2aea165e8b5d1600df1b4ad93d76f31ab02ef740cd1df3967d172382a30c092
PORTAL000010,2025年清华大学后勤服务标兵——李英男-清华大学医院,http://xyy.tsinghua.edu.cn/info/1039/6844.htm,http://xyy.tsinghua.edu.cn/info/1039/6844.htm,xyy.tsinghua.edu.cn,,2026-04-01,,2026-08-09T20:15:16+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000010_2025年清华大学后勤服务标兵——李英男-清华大学医院.md,273,ee63c22fdc4184b1336ad500d9adf4735fadee8626ab72adb0ba4c4e8a055045
PORTAL000011,2024年清华大学后勤服务标兵--申艳霞-清华大学医院,http://xyy.tsinghua.edu.cn/info/1039/6501.htm,http://xyy.tsinghua.edu.cn/info/1039/6501.htm,xyy.tsinghua.edu.cn,,2025-03-01,,2026-08-09T20:15:18+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000011_2024年清华大学后勤服务标兵--申艳霞-清华大学医院.md,273,071435ee8e0b0267c8cdcf57763eba79c049e37b831283c12736bc2c2e2f493a
PORTAL000012,校医院-清华大学医院,http://xyy.tsinghua.edu.cn/info/1040/5762.htm,http://xyy.tsinghua.edu.cn/info/1040/5762.htm,xyy.tsinghua.edu.cn,,2022-12-01,,2026-08-09T20:15:19+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000012_校医院-清华大学医院.md,230,0e158ed447b66a731a44ec95913fc3235a0500fbcd1920b1a64a06de87319910
PORTAL000013,校医院开展爱眼日义诊活动-清华大学医院,http://xyy.tsinghua.edu.cn/info/1042/6882.htm,http://xyy.tsinghua.edu.cn/info/1042/6882.htm,xyy.tsinghua.edu.cn,,2026-06-09,,2026-08-09T20:15:22+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000013_校医院开展爱眼日义诊活动-清华大学医院.md,233,24ff476ecac23672239a55799b793c42baab6107e5aaa910e0087a9431ce4b35
PORTAL000014,2023年度校级先进工作者——聂庆东-清华大学医院,http://xyy.tsinghua.edu.cn/info/1039/6853.htm,http://xyy.tsinghua.edu.cn/info/1039/6853.htm,xyy.tsinghua.edu.cn,,2026-04-01,,2026-08-09T20:15:23+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000014_2023年度校级先进工作者——聂庆东-清华大学医院.md,271,6a8185f6edaac70b7c76101cfebb9bc9981e2dae4034c5507fdfcb98e10a098f
PORTAL000015,疫苗接种-清华大学医院,http://xyy.tsinghua.edu.cn/ymjz.htm,http://xyy.tsinghua.edu.cn/ymjz.htm,xyy.tsinghua.edu.cn,,,,2026-08-09T20:15:25+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000015_疫苗接种-清华大学医院.md,339,13fabd5bfffe42d5fb6099acbabb8e5f339bd8052cbc9fc5d864fa82fcfcf57d
PORTAL000016,校医院9价HPV、乙肝疫苗预约接种通知-清华大学医院,http://xyy.tsinghua.edu.cn/info/1057/6805.htm,http://xyy.tsinghua.edu.cn/info/1057/6805.htm,xyy.tsinghua.edu.cn,,2026-03-01,,2026-08-09T20:15:27+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000016_校医院9价HPV、乙肝疫苗预约接种通知-清华大学医院.md,240,42266b950bf96987fadffe2fa612795c3020e02015069a64572aa41b794a1c47
PORTAL000017,校医院自费9价HPV、乙肝疫苗预约接种通知-清华大学医院,http://xyy.tsinghua.edu.cn/info/1057/6763.htm,http://xyy.tsinghua.edu.cn/info/1057/6763.htm,xyy.tsinghua.edu.cn,,2025-12-09,,2026-08-09T20:15:29+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000017_校医院自费9价HPV、乙肝疫苗预约接种通知-清华大学医院.md,242,7d9f13da982b83ba09aa4108efa0638f31e74534464d429151a9fce4a7e8b454
PORTAL000018,10月份校医院自费流感疫苗预约接种通知-清华大学医院,http://xyy.tsinghua.edu.cn/info/1057/6696.htm,http://xyy.tsinghua.edu.cn/info/1057/6696.htm,xyy.tsinghua.edu.cn,,2025-09-02,,2026-08-09T20:15:31+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000018_10月份校医院自费流感疫苗预约接种通知-清华大学医院.md,240,f0c3cbd9f31b57f07b770084e0ec98089427c34851e942325860a9306ec70ce8
PORTAL000019,9月份校医院自费流感疫苗预约接种通知-清华大学医院,http://xyy.tsinghua.edu.cn/info/1057/6650.htm,http://xyy.tsinghua.edu.cn/info/1057/6650.htm,xyy.tsinghua.edu.cn,,2025-09-01,,2026-08-09T20:15:33+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000019_9月份校医院自费流感疫苗预约接种通知-清华大学医院.md,239,87954744da44bb75790cc45cbe6e963907aab7913c4ba124299d3f427556f94b
PORTAL000020,校医院9价HPV疫苗预约接种通知-清华大学医院,http://xyy.tsinghua.edu.cn/info/1057/6562.htm,http://xyy.tsinghua.edu.cn/info/1057/6562.htm,xyy.tsinghua.edu.cn,,2025-05-01,,2026-08-09T20:15:35+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000020_校医院9价HPV疫苗预约接种通知-清华大学医院.md,237,a1c008102430cde1294209737a835b6aefae361483ef95c22e0301e3275e3848
PORTAL000021,校医院第一针九价HPV疫苗预约接种通知-清华大学医院,http://xyy.tsinghua.edu.cn/info/1057/6463.htm,http://xyy.tsinghua.edu.cn/info/1057/6463.htm,xyy.tsinghua.edu.cn,,2024-12-01,,2026-08-09T20:15:37+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000021_校医院第一针九价HPV疫苗预约接种通知-清华大学医院.md,240,7a04789b21efabf47261c1f9261eb4f52e286264e249c8fb060b83c347ae5880
PORTAL000022,专家就诊通知-清华大学医院,http://xyy.tsinghua.edu.cn/zjjztz1.htm,http://xyy.tsinghua.edu.cn/zjjztz1.htm,xyy.tsinghua.edu.cn,,,,2026-08-09T20:15:38+08:00,校园通知,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000022_专家就诊通知-清华大学医院.md,1102,d11497602f3a889d179d0173890c5b0f5a799e67918b1db2c035bfac671f6554
PORTAL000023,清华大学医院联合本草小象开展大暑顺时养生主题活动-清华大学医院,http://xyy.tsinghua.edu.cn/info/1042/6900.htm,http://xyy.tsinghua.edu.cn/info/1042/6900.htm,xyy.tsinghua.edu.cn,,2026-07-01,,2026-08-09T20:15:40+08:00,校园生活,campus_authenticated,authenticated_portal,portal,knowledge/01_raw_portal/PORTAL000023_清华大学医院联合本草小象开展大暑顺时养生主题活动-清华大学医院.md,245,5ef494316dc184da58030c0cb7c82fa4a844658e2c0300a79ed5213adcde6aa3
