url,reason
https://lib.tsinghua.edu.cn/info/1030/2453.htm,http_404
https://lib.tsinghua.edu.cn/info/1198/2462.htm,http_404
https://lib.tsinghua.edu.cn/info/1198/2431.htm,http_404
https://lib.tsinghua.edu.cn/info/1198/2414.htm,http_404
https://lib.tsinghua.edu.cn/info/1198/2367.htm,http_404
https://lib.tsinghua.edu.cn/qhtsg100jnhc/mobile/files/basic-html/index.html,http_404
https://lib.tsinghua.edu.cn/Wftd.htm,http_404
https://lib.tsinghua.edu.cn/Gtktl/Facts_and_Figures.htm,http_404
https://lib.tsinghua.edu.cn/Gtktl/Main_Library.htm,http_404
https://lib.tsinghua.edu.cn/Gtktl/Subject_Libraries.htm,http_404
https://lib.tsinghua.edu.cn/Gtktl/Map.htm,http_404
https://lib.tsinghua.edu.cn/Gtktl/Opening_Hours.htm,http_404
https://lib.tsinghua.edu.cn/ls/Borrowing_and_Returns.htm,http_404
https://lib.tsinghua.edu.cn/ls/Interlibrary_Loan.htm,http_404
https://lib.tsinghua.edu.cn/ls/Email_and_WeChat_Notification.htm,http_404
https://lib.tsinghua.edu.cn/ls/Learning_and_Research_Support.htm,http_404
https://lib.tsinghua.edu.cn/ls/Facilities.htm,http_404
https://lib.tsinghua.edu.cn/Elibrary/Access_to_E_library.htm,http_404
https://lib.tsinghua.edu.cn/Elibrary/Searching_for_Books_at_E_library.htm,http_404
https://lib.tsinghua.edu.cn/Elibrary/Online_Academic_Resources_and_Links.htm,http_404
